Name,Overall,Potential,Value,Wage,Preferred Foot,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Jersey Number,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
A. Diallo,79,86,15000000,43000,0,3.0,3.0,2,3,8,4.0,186,79,66.0,0.006088767825668963,0.012978689312610158,0.012177535651337926,0.00624899855792341,0.011696843454574588,0.007370613683704535,0.005127383432142285,0.01249799711584682,0.012177535651337926,0.012017304919083479,0.012337766383592373,0.012017304919083479,0.01249799711584682,0.011055920525556802,0.006889921486941195,0.013459381509373496,0.012177535651337926,0.01249799711584682,0.003845537574106714,0.012177535651337926,0.012337766383592373,0.008972921006248998,0.010895689793302356,41.0,0.012978689312610158,0.012017304919083479,0.012818458580355713,0.01249799711584682
A. Jones,62,74,475000,5000,1,3.0,2.0,8,6,18,19.0,183,70,35.0,0.0054630593132154,0.016129032258064516,0.009625390218522373,0.009105098855359001,0.00858480749219563,0.009365244536940688,0.008844953173777315,0.0072840790842872,0.0127471383975026,0.010145681581685743,0.013007284079084287,0.011186264308012488,0.013007284079084287,0.017429760665972942,0.012486992715920915,0.017429760665972942,0.014828303850156087,0.017429760665972942,0.005723204994797087,0.013527575442247659,0.01586888657648283,0.006763787721123829,0.009105098855359001,44.0,0.012486992715920915,0.016649323621227886,0.017429760665972942,0.01716961498439126
F. Benko,61,77,550000,2000,0,3.0,3.0,8,6,0,10.0,155,74,47.0,0.010481053480247245,0.014780972856758936,0.017468422467078745,0.015587207739854878,0.017468422467078745,0.017737167428110726,0.013705993012631014,0.016930932545014783,0.017737167428110726,0.017468422467078745,0.0166621875839828,0.018274657350174684,0.015049717817790917,0.018543402311206665,0.016930932545014783,0.01585595270088686,0.014512227895726955,0.01585595270088686,0.017468422467078745,0.013705993012631014,0.014243482934694974,0.014243482934694974,0.015318462778822898,52.0,0.014512227895726955,0.0061811341037355545,0.012899758129535071,0.014243482934694974
Joo Hyun Ho,59,68,240000,1000,0,3.0,2.0,1,3,14,70.0,183,77,56.0,0.014363688595231254,0.017236426314277506,0.013214593507612756,0.010054582016661878,0.017236426314277506,0.00890548692904338,0.009192760700948004,0.007756391841424878,0.017236426314277506,0.02298190175237001,0.024992818155702385,0.02240735420856076,0.01292731973570813,0.018385521401896008,0.01694915254237288,0.018960068945705257,0.01580005745475438,0.01407641482332663,0.01580005745475438,0.008043665613329504,0.003160011490950876,0.018385521401896008,0.01177822464808963,57.0,0.01177822464808963,0.010341855788566504,0.002872737719046251,0.004596380350474002
Yeun Jong Gyu,60,74,400000,1000,1,3.0,2.0,0,6,12,38.0,177,64,57.0,0.008333333333333333,0.01361111111111111,0.015277777777777777,0.006388888888888889,0.014444444444444446,0.007222222222222223,0.009444444444444445,0.010555555555555556,0.015277777777777777,0.021111111111111112,0.02,0.019444444444444445,0.016944444444444443,0.019166666666666665,0.008888888888888889,0.018055555555555554,0.016666666666666666,0.01611111111111111,0.008055555555555555,0.01611111111111111,0.015555555555555555,0.016388888888888887,0.016388888888888887,29.0,0.013055555555555555,0.014444444444444446,0.016944444444444443,0.01583333333333333
K. Nagai,67,67,750000,5000,1,4.0,2.0,1,3,26,11.0,155,71,57.0,0.013588772555134774,0.013588772555134774,0.013143239028736911,0.013143239028736911,0.014925373134328358,0.013588772555134774,0.01202940521274226,0.01225217197594119,0.013588772555134774,0.020717308977500556,0.020717308977500556,0.01848964134551125,0.014257072844731565,0.014925373134328358,0.014479839607930497,0.017821341055914455,0.020271775451102696,0.014925373134328358,0.013366005791935844,0.013588772555134774,0.0071285364223657825,0.014479839607930497,0.013143239028736911,62.0,0.014479839607930497,0.009801737580752952,0.00623746936957006,0.0064602361327689905
J. Cuadrado,84,84,29000000,150000,1,3.0,5.0,2,3,16,11.0,155,72,80.0,0.00949546485260771,0.008219954648526076,0.011337868480725623,0.009920634920634922,0.012755102040816327,0.011054421768707483,0.00977891156462585,0.00977891156462585,0.012046485260770975,0.012613378684807256,0.013180272108843538,0.012896825396825396,0.011337868480725623,0.011621315192743764,0.011904761904761904,0.010629251700680274,0.011054421768707483,0.008645124716553288,0.011337868480725623,0.011054421768707483,0.008786848072562359,0.011054421768707483,0.010770975056689343,65.0,0.011337868480725623,0.008928571428571428,0.009920634920634922,0.0104875283446712
L. Verstraete,65,77,925000,3000,1,3.0,3.0,8,6,19,13.0,186,80,61.0,0.009467455621301775,0.013727810650887575,0.016331360946745564,0.013254437869822486,0.015857988165680473,0.014437869822485207,0.014911242603550296,0.015857988165680473,0.015621301775147927,0.015621301775147927,0.01609467455621302,0.013727810650887575,0.014437869822485207,0.017751479289940825,0.016568047337278107,0.015384615384615385,0.015621301775147927,0.01680473372781065,0.014674556213017753,0.015621301775147927,0.014201183431952664,0.013254437869822486,0.015384615384615385,47.0,0.013964497041420118,0.012544378698224851,0.014437869822485207,0.014201183431952664
N. Opoku,66,80,1300000,5000,1,4.0,2.0,8,3,1,4.0,192,78,39.0,0.006657483930211203,0.015151515151515152,0.011707988980716254,0.008494031221303948,0.0101010101010101,0.006887052341597796,0.006198347107438017,0.010560146923783289,0.011248852157943067,0.014462809917355372,0.015610651974288337,0.013085399449035813,0.01492194674012856,0.01147842056932966,0.01423324150596878,0.01492194674012856,0.014462809917355372,0.015381083562901745,0.00711662075298439,0.015381083562901745,0.015381083562901745,0.008034894398530761,0.008953168044077135,41.0,0.013314967860422406,0.014692378328741965,0.015610651974288337,0.014692378328741965
M. Damsgaard,65,79,1100000,2000,1,2.0,4.0,8,3,19,27.0,155,65,58.0,0.01349112426035503,0.012071005917159762,0.015147928994082842,0.010650887573964497,0.01609467455621302,0.012781065088757397,0.008994082840236686,0.013964497041420118,0.015621301775147927,0.019171597633136094,0.018698224852071003,0.017278106508875738,0.014911242603550296,0.01893491124260355,0.013254437869822486,0.016331360946745564,0.01680473372781065,0.013254437869822486,0.01183431952662722,0.014674556213017753,0.008757396449704141,0.015857988165680473,0.015147928994082842,45.0,0.014674556213017753,0.010887573964497042,0.009704142011834319,0.008994082840236686
T. Brown,65,65,450000,3000,1,2.0,2.0,8,6,1,39.0,186,77,34.0,0.00591715976331361,0.014911242603550296,0.013727810650887575,0.00591715976331361,0.007100591715976332,0.007810650887573964,0.007100591715976332,0.013254437869822486,0.011360946745562131,0.014201183431952664,0.015857988165680473,0.01680473372781065,0.012544378698224851,0.014911242603550296,0.012071005917159762,0.01988165680473373,0.018698224852071003,0.01988165680473373,0.004733727810650888,0.014437869822485207,0.014201183431952664,0.008994082840236686,0.009704142011834319,35.0,0.012544378698224851,0.014674556213017753,0.015147928994082842,0.014674556213017753
L. Jara,74,75,5000000,18000,1,3.0,3.0,8,6,17,29.0,186,82,75.0,0.007487216946676406,0.010956902848794742,0.012235208181154127,0.009495982468955442,0.01314828341855369,0.010774287801314827,0.007304601899196494,0.01314828341855369,0.013513513513513514,0.012600438276113951,0.01424397370343316,0.012783053323593864,0.012600438276113951,0.010956902848794742,0.011869978086194303,0.012965668371073776,0.01570489408327246,0.014426588750913075,0.012783053323593864,0.012235208181154127,0.013696128560993427,0.012600438276113951,0.012052593133674214,38.0,0.012235208181154127,0.012052593133674214,0.013330898466033601,0.013696128560993427
K. Nakamura,62,80,600000,1000,1,3.0,4.0,2,3,22,38.0,155,75,45.0,0.014828303850156087,0.011186264308012488,0.013007284079084287,0.01222684703433923,0.01899063475546306,0.017950052029136316,0.015348595213319459,0.011186264308012488,0.017429760665972942,0.019510926118626433,0.019510926118626433,0.018730489073881376,0.01586888657648283,0.016389177939646202,0.014308012486992715,0.016389177939646202,0.01716961498439126,0.01768990634755463,0.011186264308012488,0.010665972944849115,0.008064516129032258,0.014308012486992715,0.01404786680541103,54.0,0.016649323621227886,0.0054630593132154,0.009365244536940688,0.007804370447450573
K. Baccus,64,64,400000,3000,1,4.0,2.0,8,3,2,15.0,155,75,46.0,0.010986328125,0.0107421875,0.016357421875,0.012939453125,0.014404296875,0.012451171875,0.01318359375,0.015380859375,0.015380859375,0.01708984375,0.017578125,0.0185546875,0.014404296875,0.016357421875,0.009765625,0.017578125,0.01416015625,0.016845703125,0.013671875,0.0126953125,0.016357421875,0.014892578125,0.015380859375,50.0,0.015380859375,0.015380859375,0.015625,0.014404296875
Y. Moreno,70,79,2700000,14000,0,3.0,3.0,6,6,12,11.0,180,70,62.0,0.01326530612244898,0.007755102040816326,0.013673469387755103,0.00836734693877551,0.014897959183673471,0.011836734693877552,0.01,0.012857142857142857,0.014285714285714285,0.016122448979591836,0.016326530612244896,0.014897959183673471,0.01326530612244898,0.014285714285714285,0.012244897959183673,0.012653061224489795,0.012448979591836735,0.01326530612244898,0.010816326530612244,0.012448979591836735,0.005714285714285714,0.013877551020408163,0.01326530612244898,64.0,0.014081632653061225,0.005510204081632653,0.005510204081632653,0.004693877551020408
F. Jagiełło,63,71,550000,1000,1,3.0,3.0,8,6,10,19.0,155,75,58.0,0.01234567901234568,0.008314436885865457,0.016880826404635927,0.013605442176870748,0.016880826404635927,0.014613252708490803,0.012093726379440664,0.016124968505920885,0.016628873771730914,0.018140589569160998,0.01889644746787604,0.018644494834971027,0.01234567901234568,0.017636684303350973,0.013353489543965735,0.016880826404635927,0.012093726379440664,0.01511715797430083,0.012093726379440664,0.012597631645250693,0.008314436885865457,0.01234567901234568,0.016124968505920885,48.0,0.01511715797430083,0.007558578987150415,0.010330057949105569,0.011841773746535651
J. Kembo-Ekoko,74,74,5500000,18000,1,3.0,3.0,1,6,24,22.0,155,78,70.0,0.012600438276113951,0.010226442658875092,0.013330898466033601,0.012235208181154127,0.014609203798392988,0.013878743608473337,0.013513513513513514,0.010956902848794742,0.01314828341855369,0.014974433893352812,0.014609203798392988,0.012783053323593864,0.01314828341855369,0.01241782322863404,0.0147918188458729,0.01004382761139518,0.010774287801314827,0.014061358655953251,0.01424397370343316,0.01168736303871439,0.008948137326515705,0.012965668371073776,0.01314828341855369,70.0,0.012052593133674214,0.003834915997078159,0.005661066471877282,0.004747991234477721
K. Yoshino,61,67,290000,2000,1,2.0,2.0,6,6,1,23.0,183,75,28.0,0.005374899220639612,0.015049717817790917,0.011287288363343187,0.0061811341037355545,0.0067186240257995165,0.007793603869927439,0.0061811341037355545,0.007793603869927439,0.0083310937919914,0.017468422467078745,0.018543402311206665,0.010212308519215264,0.012899758129535071,0.01639344262295082,0.009406073636119323,0.020155872077398548,0.014243482934694974,0.02042461703843053,0.00403117441547971,0.017199677506046764,0.015318462778822898,0.007793603869927439,0.00806234883095942,32.0,0.013974737973662993,0.01585595270088686,0.016930932545014783,0.0166621875839828
D. Arslanagic,71,75,2600000,7000,1,3.0,2.0,6,6,18,15.0,192,87,28.0,0.004760960126958936,0.014084507042253521,0.012894267010513787,0.0053560801428288035,0.005951200158698671,0.0037690934338424913,0.0031739734179726245,0.012497520333267209,0.01210077365602063,0.00833168022217814,0.008926800238048007,0.00813330688355485,0.012695893671890498,0.009720293592541162,0.012497520333267209,0.00991866693116445,0.013092640349137076,0.01666336044435628,0.005157706804205515,0.015473120412616545,0.013291013687760365,0.004364213449712358,0.006943066851815116,34.0,0.012894267010513787,0.014084507042253521,0.013886133703630232,0.013886133703630232
Genís,64,71,550000,3000,1,3.0,2.0,8,3,17,26.0,180,67,68.0,0.007568359375,0.014404296875,0.01708984375,0.01416015625,0.01318359375,0.015869140625,0.0068359375,0.01416015625,0.015869140625,0.015380859375,0.01416015625,0.0146484375,0.015380859375,0.013916015625,0.01171875,0.0126953125,0.0146484375,0.013916015625,0.008544921875,0.01513671875,0.015869140625,0.011962890625,0.012939453125,30.0,0.01171875,0.0146484375,0.015380859375,0.01513671875
J. Fortes,67,67,575000,3000,1,2.0,2.0,8,6,17,22.0,183,75,57.0,0.008687903764758299,0.014034306081532636,0.013811539318333704,0.01202940521274226,0.013588772555134774,0.013811539318333704,0.010692804633548674,0.013366005791935844,0.013143239028736911,0.016707507239919803,0.01826687458231232,0.01514813989752729,0.014257072844731565,0.014479839607930497,0.014257072844731565,0.01826687458231232,0.016707507239919803,0.016707507239919803,0.009356204054355092,0.016484740476720876,0.01514813989752729,0.01247493873914012,0.01202940521274226,51.0,0.013811539318333704,0.014702606371129428,0.014702606371129428,0.014034306081532636
Nuno Tomás,68,71,950000,3000,0,2.0,2.0,3,6,1,25.0,183,84,31.0,0.0058391003460207605,0.015138408304498268,0.01189446366782007,0.006055363321799308,0.009083044982698962,0.006487889273356401,0.006704152249134948,0.008001730103806228,0.010813148788927337,0.012543252595155709,0.012326989619377162,0.012326989619377162,0.012759515570934257,0.012110726643598616,0.009948096885813149,0.01838235294117647,0.013624567474048443,0.017084775086505192,0.005622837370242214,0.014922145328719723,0.01384083044982699,0.006487889273356401,0.006487889273356401,43.0,0.012759515570934257,0.01448961937716263,0.014922145328719723,0.014273356401384083
T. Tekie,66,72,875000,5000,1,3.0,3.0,8,3,9,3.0,180,59,52.0,0.011019283746556474,0.004591368227731864,0.016069788797061522,0.013314967860422406,0.01652892561983471,0.014462809917355372,0.012396694214876033,0.01584022038567493,0.016299357208448117,0.017447199265381085,0.01423324150596878,0.021120293847566578,0.014692378328741965,0.019054178145087235,0.013774104683195593,0.013544536271808998,0.015151515151515152,0.00642791551882461,0.011248852157943067,0.014692378328741965,0.013544536271808998,0.012167125803489439,0.01652892561983471,48.0,0.013314967860422406,0.012626262626262626,0.009641873278236915,0.009182736455463728
R. Philippoteaux,73,73,3800000,7000,1,3.0,3.0,2,6,12,10.0,174,67,64.0,0.013323325201726403,0.008069056108087821,0.012948020266466504,0.012009757928316756,0.013886282604616251,0.010883843122537061,0.009194970913867518,0.011822105460686808,0.0136986301369863,0.015012197410395946,0.015012197410395946,0.015012197410395946,0.012760367798836554,0.01651341715143554,0.012760367798836554,0.007318446237568024,0.014073935072246201,0.01144680052542691,0.012385062863576655,0.007881403640457871,0.013135672734096453,0.014261587539876148,0.012948020266466504,48.0,0.012385062863576655,0.007130793769938074,0.006380183899418277,0.007318446237568024
A. Shabanov,72,77,3400000,1000,1,3.0,2.0,8,6,1,30.0,189,79,21.0,0.004436728395061728,0.01408179012345679,0.013695987654320988,0.004629629629629629,0.004436728395061728,0.003858024691358025,0.005594135802469136,0.014467592592592594,0.009259259259259259,0.011188271604938273,0.011959876543209878,0.009259259259259259,0.01408179012345679,0.009645061728395061,0.006558641975308642,0.01253858024691358,0.013117283950617283,0.013888888888888888,0.002893518518518519,0.013117283950617283,0.013888888888888888,0.003858024691358025,0.005401234567901234,37.0,0.01253858024691358,0.013503086419753086,0.014467592592592594,0.013888888888888888
K. Guthrie,63,64,450000,3000,1,3.0,3.0,4,3,26,28.0,192,70,47.0,0.016124968505920885,0.015621063240110858,0.013857394809775762,0.01234567901234568,0.015873015873015872,0.011337868480725623,0.006802721088435374,0.01310153691106072,0.015369110607205845,0.018644494834971027,0.016880826404635927,0.015873015873015872,0.01310153691106072,0.015621063240110858,0.016124968505920885,0.017636684303350973,0.015369110607205845,0.01713277903754094,0.013605442176870748,0.009322247417485514,0.009070294784580499,0.014865205341395817,0.01310153691106072,63.0,0.013605442176870748,0.007306626354245401,0.012093726379440664,0.010582010582010581
M. Welch-Hayes,54,62,90000,1000,1,3.0,2.0,8,3,17,14.0,155,77,55.0,0.009602194787379972,0.01748971193415638,0.01577503429355281,0.01131687242798354,0.01748971193415638,0.01440329218106996,0.011659807956104253,0.018175582990397805,0.018175582990397805,0.021262002743484224,0.025377229080932786,0.02091906721536351,0.01577503429355281,0.013374485596707819,0.0102880658436214,0.018861454046639234,0.018861454046639234,0.019204389574759943,0.009945130315500686,0.016117969821673524,0.0154320987654321,0.014746227709190672,0.012688614540466393,33.0,0.014060356652949246,0.018861454046639234,0.01783264746227709,0.01783264746227709
I. Cissé,62,72,425000,3000,1,2.0,2.0,8,3,1,23.0,186,74,64.0,0.008324661810613943,0.013007284079084287,0.01716961498439126,0.00858480749219563,0.016129032258064516,0.013787721123829345,0.010665972944849115,0.01586888657648283,0.016649323621227886,0.01899063475546306,0.019250780437044746,0.017429760665972942,0.016129032258064516,0.018730489073881376,0.011706555671175858,0.019250780437044746,0.017950052029136316,0.016389177939646202,0.009365244536940688,0.014828303850156087,0.016389177939646202,0.014308012486992715,0.0145681581685744,33.0,0.016129032258064516,0.015608740894901146,0.016129032258064516,0.015348595213319459
M. Al Hamad,56,68,160000,3000,1,2.0,2.0,8,6,26,98.0,177,68,34.0,0.01881377551020408,0.018176020408163265,0.016262755102040817,0.013711734693877552,0.01594387755102041,0.010841836734693877,0.009566326530612245,0.013073979591836734,0.017538265306122448,0.019770408163265307,0.020089285714285716,0.017857142857142856,0.016581632653061226,0.021683673469387755,0.015625,0.022002551020408163,0.014349489795918368,0.01881377551020408,0.016581632653061226,0.013392857142857142,0.00510204081632653,0.017538265306122448,0.013711734693877552,58.0,0.014668367346938774,0.00510204081632653,0.00701530612244898,0.005420918367346939
João Teixeira,71,75,3100000,7000,1,3.0,3.0,8,3,14,24.0,155,72,63.0,0.012894267010513787,0.00991866693116445,0.014084507042253521,0.009720293592541162,0.014679627058123387,0.01428288038087681,0.01031541360841103,0.013291013687760365,0.014481253719500098,0.015274747073993258,0.015274747073993258,0.014679627058123387,0.014084507042253521,0.01428288038087681,0.013489387026383652,0.01229914699464392,0.014084507042253521,0.012894267010513787,0.014481253719500098,0.013489387026383652,0.011902400317397342,0.013687760365006943,0.01428288038087681,66.0,0.014679627058123387,0.010910533624280896,0.01210077365602063,0.011108906962904185
C. Burke,67,68,900000,3000,1,2.0,2.0,8,6,26,19.0,192,82,22.0,0.01514813989752729,0.01537090666072622,0.011806638449543327,0.013811539318333704,0.013143239028736911,0.00957897081755402,0.00913343729115616,0.0064602361327689905,0.014702606371129428,0.017821341055914455,0.016261973713521942,0.011138338159946536,0.013811539318333704,0.009801737580752952,0.01537090666072622,0.016707507239919803,0.013811539318333704,0.017153040766317667,0.011361104923145467,0.014702606371129428,0.00311873468478503,0.014034306081532636,0.008242370238360438,65.0,0.013366005791935844,0.0051236355535754065,0.004455335263978614,0.004009801737580753
Botelhinonsa,66,66,475000,4000,1,3.0,2.0,8,6,17,15.0,183,76,62.0,0.009412304866850322,0.01423324150596878,0.01492194674012856,0.010789715335169882,0.011937557392102846,0.012396694214876033,0.012396694214876033,0.012167125803489439,0.01423324150596878,0.015151515151515152,0.014003673094582185,0.010789715335169882,0.013314967860422406,0.012167125803489439,0.016299357208448117,0.014003673094582185,0.016988062442607896,0.01859504132231405,0.01285583103764922,0.017447199265381085,0.015151515151515152,0.011019283746556474,0.011937557392102846,62.0,0.014003673094582185,0.01652892561983471,0.016299357208448117,0.014462809917355372
F. Barboza,63,75,650000,2000,1,3.0,3.0,7,6,24,7.0,174,72,61.0,0.012849584278155708,0.00856638951877047,0.015621063240110858,0.009070294784580499,0.01713277903754094,0.012849584278155708,0.010582010582010581,0.01436130007558579,0.016628873771730914,0.018644494834971027,0.020156210632401108,0.019148400100781053,0.014109347442680775,0.01889644746787604,0.014109347442680775,0.020408163265306124,0.015369110607205845,0.013605442176870748,0.011589821113630636,0.011085915847820609,0.00856638951877047,0.014865205341395817,0.013857394809775762,46.0,0.014613252708490803,0.014865205341395817,0.00655076845553036,0.006046863189720332
E. Cerna,61,74,475000,7000,1,2.0,2.0,7,3,14,34.0,177,65,57.0,0.01585595270088686,0.01209352324643913,0.01612469766191884,0.01209352324643913,0.017468422467078745,0.013437248051599033,0.01209352324643913,0.013437248051599033,0.0166621875839828,0.018812147272238646,0.019080892233270627,0.019349637194302608,0.013168503090567052,0.02123085192152647,0.014780972856758936,0.014780972856758936,0.01209352324643913,0.01209352324643913,0.012899758129535071,0.009406073636119323,0.00806234883095942,0.015587207739854878,0.015318462778822898,55.0,0.014780972856758936,0.007256113947863478,0.00806234883095942,0.008868583714055363
Dêniro Prestes,64,64,425000,5000,1,3.0,2.0,8,6,26,9.0,189,82,33.0,0.015380859375,0.017578125,0.011474609375,0.013671875,0.014404296875,0.010986328125,0.011474609375,0.00927734375,0.013916015625,0.011962890625,0.01318359375,0.012939453125,0.013671875,0.012451171875,0.01708984375,0.0146484375,0.01513671875,0.0205078125,0.0146484375,0.01708984375,0.00537109375,0.01611328125,0.012451171875,62.0,0.015869140625,0.005859375,0.005126953125,0.004638671875
D. Parkhouse,52,71,100000,1000,1,2.0,2.0,8,6,26,35.0,186,81,39.0,0.019970414201183433,0.022559171597633137,0.01664201183431953,0.015532544378698224,0.016272189349112426,0.013683431952662722,0.011464497041420118,0.013683431952662722,0.018121301775147928,0.01886094674556213,0.020340236686390532,0.02071005917159763,0.019230769230769232,0.021079881656804737,0.01664201183431953,0.021819526627218935,0.02366863905325444,0.022189349112426034,0.013683431952662722,0.015532544378698224,0.00628698224852071,0.01960059171597633,0.014053254437869821,52.0,0.017011834319526627,0.007766272189349112,0.007396449704142012,0.008136094674556213
José Kanté,67,67,825000,4000,1,4.0,3.0,8,3,26,19.0,183,76,53.0,0.015593673423925149,0.013811539318333704,0.014257072844731565,0.011361104923145467,0.016484740476720876,0.013588772555134774,0.007574069948763645,0.013811539318333704,0.01603920695032301,0.014479839607930497,0.014479839607930497,0.017153040766317667,0.01537090666072622,0.016930274003118733,0.013811539318333704,0.016484740476720876,0.01581644018712408,0.013366005791935844,0.013366005791935844,0.009801737580752952,0.0037870349743818225,0.014925373134328358,0.014702606371129428,66.0,0.014257072844731565,0.008465137001559367,0.0037870349743818225,0.004009801737580753
M. Kaasa,61,74,475000,1000,1,3.0,3.0,8,3,4,17.0,180,60,49.0,0.01209352324643913,0.013168503090567052,0.016930932545014783,0.013974737973662993,0.018005912389142707,0.015049717817790917,0.012899758129535071,0.01585595270088686,0.017199677506046764,0.019080892233270627,0.018543402311206665,0.02149959688255845,0.0166621875839828,0.02149959688255845,0.013437248051599033,0.013974737973662993,0.017737167428110726,0.013437248051599033,0.010481053480247245,0.010749798441279225,0.013437248051599033,0.01585595270088686,0.0166621875839828,45.0,0.01612469766191884,0.012899758129535071,0.014243482934694974,0.013437248051599033
D. Kreilach,74,74,5500000,8000,1,3.0,3.0,2,6,26,6.0,186,78,56.0,0.01314828341855369,0.01314828341855369,0.013330898466033601,0.010226442658875092,0.01314828341855369,0.01241782322863404,0.013878743608473337,0.013330898466033601,0.012965668371073776,0.010409057706355003,0.009861212563915266,0.011869978086194303,0.014426588750913075,0.011322132943754564,0.01424397370343316,0.01552227903579255,0.016617969320672023,0.015157048940832725,0.013878743608473337,0.013513513513513514,0.01168736303871439,0.013330898466033601,0.012600438276113951,64.0,0.012965668371073776,0.012235208181154127,0.012052593133674214,0.010409057706355003
K. Jakob,62,76,600000,3000,0,3.0,2.0,8,3,7,25.0,183,74,58.0,0.007544224765868886,0.015348595213319459,0.016649323621227886,0.009105098855359001,0.014828303850156087,0.011186264308012488,0.010145681581685743,0.01404786680541103,0.01716961498439126,0.017950052029136316,0.017429760665972942,0.017950052029136316,0.015088449531737772,0.01716961498439126,0.011966701352757545,0.015088449531737772,0.017429760665972942,0.015348595213319459,0.010665972944849115,0.01586888657648283,0.015348595213319459,0.01040582726326743,0.010665972944849115,43.0,0.011966701352757545,0.014308012486992715,0.0145681581685744,0.015088449531737772
M. Sopoćko,56,69,170000,1000,1,2.0,2.0,8,6,0,80.0,180,65,48.0,0.014987244897959185,0.012755102040816327,0.021683673469387755,0.014349489795918368,0.015625,0.016262755102040817,0.014987244897959185,0.01913265306122449,0.017857142857142856,0.018176020408163265,0.022321428571428572,0.019451530612244895,0.015306122448979591,0.022640306122448977,0.015625,0.016581632653061226,0.021683673469387755,0.015306122448979591,0.012117346938775512,0.014349489795918368,0.013073979591836734,0.01403061224489796,0.019770408163265307,51.0,0.019770408163265307,0.013073979591836734,0.015306122448979591,0.01690051020408163
Hernâni,75,75,7000000,13000,0,2.0,4.0,7,3,22,7.0,155,69,72.0,0.011377777777777778,0.009777777777777778,0.012444444444444445,0.01191111111111111,0.014222222222222221,0.013155555555555556,0.010488888888888888,0.009777777777777778,0.013688888888888888,0.016355555555555554,0.016355555555555554,0.01528888888888889,0.012977777777777779,0.012444444444444445,0.012088888888888889,0.011022222222222221,0.010666666666666668,0.010488888888888888,0.011555555555555557,0.0074666666666666675,0.0037333333333333337,0.013333333333333334,0.01191111111111111,68.0,0.013866666666666668,0.006755555555555556,0.003377777777777778,0.0040888888888888884
I. Jönsson,57,67,140000,1000,1,2.0,2.0,8,6,18,17.0,195,80,21.0,0.006155740227762388,0.014773776546629732,0.011695906432748537,0.006155740227762388,0.009233610341643583,0.008310249307479223,0.008925823330255463,0.008925823330255463,0.0110803324099723,0.019390581717451526,0.019698368728839642,0.014773776546629732,0.018467220683287166,0.017851646660510926,0.009849184364419821,0.020313942751615882,0.020006155740227762,0.023699599876885195,0.007386888273314866,0.01600492459218221,0.01631271160357033,0.008310249307479223,0.01046475838719606,31.0,0.012619267466912897,0.017851646660510926,0.017543859649122806,0.01631271160357033
A. Dursun,61,75,475000,2000,0,3.0,2.0,8,6,7,98.0,155,70,52.0,0.008868583714055363,0.013437248051599033,0.01209352324643913,0.008868583714055363,0.015587207739854878,0.013168503090567052,0.009943563558183283,0.011287288363343187,0.0166621875839828,0.018274657350174684,0.018005912389142707,0.01639344262295082,0.01612469766191884,0.019080892233270627,0.014512227895726955,0.01612469766191884,0.01585595270088686,0.015587207739854878,0.01263101316850309,0.015049717817790917,0.014512227895726955,0.011824778285407149,0.009137328675087342,40.0,0.013168503090567052,0.01585595270088686,0.017737167428110726,0.018005912389142707
F. Jara,74,74,5500000,29000,1,3.0,3.0,8,6,26,29.0,155,76,67.0,0.013696128560993427,0.012783053323593864,0.01314828341855369,0.01314828341855369,0.013696128560993427,0.012783053323593864,0.009130752373995616,0.011869978086194303,0.013878743608473337,0.014061358655953251,0.01424397370343316,0.014061358655953251,0.01241782322863404,0.01168736303871439,0.013878743608473337,0.012600438276113951,0.01314828341855369,0.01241782322863404,0.013330898466033601,0.010956902848794742,0.005113221329437546,0.013330898466033601,0.011869978086194303,72.0,0.012783053323593864,0.003469685902118334,0.005295836376917458,0.005295836376917458
L. Fritzson,61,67,350000,1000,1,3.0,3.0,8,3,24,13.0,183,77,48.0,0.013705993012631014,0.009137328675087342,0.017199677506046764,0.013974737973662993,0.017468422467078745,0.012899758129535071,0.009943563558183283,0.01639344262295082,0.017468422467078745,0.02123085192152647,0.018005912389142707,0.02149959688255845,0.01585595270088686,0.01585595270088686,0.01612469766191884,0.01585595270088686,0.018005912389142707,0.0166621875839828,0.01639344262295082,0.013974737973662993,0.011556033324375168,0.012899758129535071,0.01612469766191884,48.0,0.014780972856758936,0.01209352324643913,0.011556033324375168,0.011287288363343187
B. Öksüz,63,74,550000,3000,0,3.0,2.0,2,3,7,75.0,180,75,58.0,0.008062484252960442,0.012849584278155708,0.011337868480725623,0.007810531620055429,0.014865205341395817,0.010078105316200554,0.008818342151675486,0.006802721088435374,0.01511715797430083,0.018392542202066015,0.018644494834971027,0.017636684303350973,0.014613252708490803,0.018392542202066015,0.008818342151675486,0.017384731670445956,0.01713277903754094,0.01511715797430083,0.007306626354245401,0.01436130007558579,0.0163769211388259,0.01310153691106072,0.009826152683295541,42.0,0.012849584278155708,0.014109347442680775,0.016880826404635927,0.015873015873015872
