Name,Overall,Potential,Value,Wage,Preferred Foot,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Jersey Number,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
S. Ristovski,76,77,7500000,12000,0,3.0,3.0,2,6,17,13.0,155,72,75.0,57.0,63.0,71.0,50.0,74.0,67.0,29.0,68.0,75.0,88.0,86.0,73.0,74.0,75.0,65.0,80.0,80.0,72.0,66.0,69.0,68.0,65.0,64.0,47.0,72.0,73.0,75.0,74.0
Maicón,76,76,8000000,19000,0,3.0,3.0,8,3,22,11.0,183,73,76.0,73.0,76.0,73.0,62.0,74.0,64.0,38.0,72.0,70.0,90.0,89.0,85.0,74.0,64.0,74.0,76.0,79.0,71.0,62.0,66.0,45.0,75.0,65.0,65.0,66.0,52.0,41.0,26.0
D. Quintero,76,76,7500000,10000,0,3.0,4.0,2,6,0,25.0,168,66,70.0,73.0,55.0,72.0,72.0,82.0,75.0,56.0,70.0,75.0,88.0,87.0,93.0,74.0,83.0,73.0,65.0,74.0,58.0,75.0,77.0,24.0,75.0,77.0,59.0,75.0,29.0,23.0,21.0
P. Højbjerg,76,81,10000000,38000,0,4.0,3.0,8,6,19,23.0,186,84,66.0,58.0,63.0,79.0,60.0,75.0,69.0,70.0,74.0,79.0,59.0,64.0,68.0,75.0,65.0,78.0,63.0,74.0,75.0,69.0,78.0,74.0,64.0,74.0,51.0,69.0,70.0,74.0,64.0
I. Santini,76,76,7500000,23000,0,4.0,3.0,2,6,26,19.0,189,89,33.0,81.0,84.0,69.0,76.0,68.0,39.0,66.0,44.0,72.0,50.0,47.0,47.0,75.0,43.0,80.0,74.0,81.0,90.0,74.0,78.0,40.0,76.0,62.0,77.0,73.0,35.0,35.0,25.0
Vieirinha,76,76,4300000,1000,0,4.0,4.0,2,6,7,20.0,177,70,79.0,73.0,55.0,76.0,65.0,81.0,74.0,67.0,70.0,80.0,80.0,75.0,84.0,76.0,85.0,75.0,69.0,75.0,54.0,75.0,74.0,74.0,74.0,74.0,66.0,72.0,72.0,70.0,70.0
M. Boselli,76,76,4800000,32000,0,3.0,3.0,2,6,26,17.0,186,75,57.0,83.0,84.0,70.0,65.0,69.0,60.0,53.0,61.0,75.0,55.0,55.0,60.0,74.0,52.0,74.0,78.0,67.0,81.0,66.0,70.0,23.0,80.0,65.0,75.0,72.0,39.0,35.0,33.0
L. Antonelli,76,76,5000000,14000,1,3.0,3.0,0,3,7,13.0,183,79,76.0,51.0,70.0,72.0,53.0,73.0,71.0,41.0,68.0,73.0,70.0,74.0,70.0,70.0,65.0,76.0,75.0,72.0,74.0,57.0,70.0,76.0,70.0,64.0,51.0,76.0,78.0,78.0,78.0
B. Embolo,76,86,12000000,24000,0,4.0,3.0,8,9,26,36.0,186,86,59.0,74.0,69.0,72.0,64.0,78.0,65.0,51.0,70.0,74.0,76.0,79.0,69.0,73.0,73.0,76.0,73.0,71.0,83.0,62.0,63.0,41.0,78.0,69.0,66.0,73.0,26.0,28.0,22.0
V. Eysseric,76,77,9000000,53000,0,4.0,3.0,8,6,14,7.0,155,73,82.0,70.0,52.0,79.0,70.0,79.0,76.0,78.0,76.0,79.0,69.0,69.0,76.0,70.0,69.0,74.0,58.0,60.0,64.0,76.0,66.0,34.0,76.0,78.0,70.0,70.0,60.0,32.0,26.0
C. Salcedo,76,80,8500000,25000,0,3.0,2.0,8,6,18,13.0,186,83,28.0,22.0,71.0,67.0,25.0,58.0,25.0,22.0,60.0,60.0,65.0,68.0,62.0,68.0,59.0,42.0,72.0,69.0,77.0,18.0,79.0,77.0,30.0,48.0,36.0,68.0,76.0,79.0,76.0
A. Ranocchia,76,76,5500000,47000,0,3.0,2.0,5,3,1,13.0,198,81,45.0,22.0,75.0,67.0,24.0,58.0,30.0,34.0,65.0,66.0,31.0,39.0,44.0,65.0,31.0,59.0,74.0,61.0,80.0,31.0,68.0,80.0,24.0,56.0,34.0,69.0,75.0,80.0,76.0
T. Baumgartl,76,81,8500000,25000,0,3.0,2.0,8,3,18,5.0,192,89,33.0,26.0,74.0,71.0,26.0,44.0,31.0,28.0,69.0,63.0,62.0,65.0,54.0,66.0,56.0,60.0,71.0,64.0,84.0,27.0,73.0,75.0,32.0,55.0,34.0,59.0,73.0,80.0,78.0
F. Bustos,76,83,9000000,16000,0,3.0,4.0,0,6,17,16.0,171,66,77.0,60.0,58.0,73.0,37.0,77.0,58.0,37.0,55.0,77.0,88.0,84.0,75.0,71.0,71.0,68.0,56.0,88.0,64.0,55.0,69.0,68.0,72.0,68.0,42.0,72.0,69.0,76.0,75.0
P. Jansson,76,78,7500000,38000,0,3.0,2.0,8,6,18,16.0,198,86,29.0,29.0,73.0,67.0,41.0,62.0,49.0,40.0,59.0,66.0,54.0,68.0,53.0,69.0,31.0,68.0,54.0,68.0,90.0,50.0,80.0,75.0,28.0,50.0,39.0,69.0,77.0,77.0,75.0
W. Vainqueur,76,76,6000000,18000,0,3.0,3.0,8,6,2,19.0,155,73,64.0,50.0,62.0,74.0,56.0,71.0,52.0,45.0,71.0,73.0,71.0,68.0,64.0,76.0,70.0,75.0,73.0,91.0,80.0,62.0,80.0,80.0,56.0,64.0,32.0,76.0,70.0,74.0,71.0
S. Kverkvelia,76,80,8500000,1000,0,2.0,2.0,8,3,1,33.0,198,87,36.0,40.0,73.0,57.0,34.0,31.0,34.0,27.0,64.0,42.0,69.0,74.0,41.0,72.0,36.0,48.0,71.0,79.0,86.0,30.0,68.0,82.0,24.0,51.0,36.0,75.0,79.0,78.0,74.0
P. Aguilar,76,76,5000000,23000,0,3.0,2.0,6,9,18,2.0,155,80,40.0,50.0,80.0,58.0,50.0,50.0,48.0,35.0,62.0,62.0,67.0,64.0,60.0,69.0,60.0,64.0,91.0,64.0,80.0,49.0,88.0,77.0,28.0,58.0,51.0,78.0,77.0,74.0,70.0
A. Ndiaye Diedhiou,76,85,12000000,17000,0,4.0,4.0,0,3,12,11.0,177,63,65.0,74.0,65.0,72.0,66.0,85.0,61.0,65.0,60.0,77.0,89.0,89.0,86.0,68.0,78.0,74.0,83.0,73.0,65.0,64.0,62.0,41.0,74.0,67.0,49.0,75.0,41.0,52.0,35.0
Rafinha,76,76,4300000,53000,0,3.0,3.0,8,6,17,13.0,177,68,78.0,37.0,43.0,78.0,50.0,76.0,77.0,58.0,64.0,78.0,76.0,68.0,79.0,77.0,79.0,58.0,53.0,71.0,53.0,44.0,84.0,76.0,61.0,63.0,63.0,77.0,73.0,77.0,82.0
D. Limberský,76,76,2200000,1000,0,4.0,3.0,2,6,7,8.0,155,81,83.0,52.0,59.0,69.0,64.0,69.0,68.0,71.0,70.0,74.0,79.0,80.0,62.0,73.0,78.0,76.0,68.0,66.0,81.0,72.0,82.0,77.0,68.0,73.0,67.0,78.0,69.0,77.0,77.0
G. Cabral,76,76,4400000,21000,0,3.0,2.0,8,6,1,22.0,183,81,35.0,26.0,79.0,63.0,28.0,49.0,33.0,48.0,59.0,61.0,38.0,36.0,59.0,74.0,63.0,50.0,81.0,73.0,78.0,29.0,82.0,78.0,40.0,49.0,47.0,71.0,75.0,74.0,78.0
J. De Guzmán,76,76,7000000,32000,0,4.0,3.0,2,6,19,6.0,180,74,79.0,68.0,52.0,79.0,69.0,78.0,79.0,78.0,77.0,81.0,75.0,69.0,79.0,74.0,85.0,84.0,78.0,77.0,64.0,79.0,61.0,61.0,69.0,77.0,69.0,70.0,50.0,54.0,50.0
S. Terodde,76,76,7500000,23000,0,4.0,3.0,8,6,13,9.0,195,83,50.0,79.0,80.0,64.0,77.0,63.0,38.0,44.0,40.0,72.0,63.0,63.0,54.0,75.0,56.0,79.0,65.0,68.0,84.0,71.0,74.0,23.0,78.0,58.0,71.0,77.0,37.0,42.0,19.0
J. Fernandes,76,76,7500000,16000,0,4.0,4.0,1,6,12,11.0,183,78,70.0,76.0,77.0,74.0,69.0,78.0,66.0,60.0,62.0,78.0,78.0,79.0,78.0,73.0,63.0,75.0,67.0,75.0,79.0,72.0,70.0,30.0,76.0,69.0,66.0,70.0,29.0,35.0,21.0
Kiko Femenía,76,77,7000000,44000,0,3.0,3.0,2,6,17,21.0,180,61,78.0,55.0,52.0,77.0,54.0,81.0,65.0,55.0,54.0,78.0,77.0,79.0,82.0,66.0,85.0,56.0,69.0,77.0,65.0,65.0,70.0,74.0,68.0,68.0,60.0,66.0,70.0,77.0,77.0
Recio,76,79,8000000,26000,0,3.0,3.0,8,6,4,8.0,183,74,64.0,58.0,59.0,77.0,55.0,72.0,76.0,67.0,73.0,75.0,55.0,40.0,66.0,75.0,62.0,81.0,49.0,76.0,68.0,72.0,87.0,76.0,75.0,74.0,69.0,69.0,73.0,75.0,62.0
A. Samedov,76,76,4700000,1000,0,3.0,4.0,2,6,24,19.0,155,75,75.0,73.0,59.0,80.0,61.0,74.0,86.0,79.0,69.0,77.0,76.0,77.0,78.0,74.0,73.0,73.0,64.0,78.0,68.0,74.0,71.0,42.0,71.0,72.0,81.0,72.0,50.0,52.0,47.0
A. Smith,76,76,6500000,51000,0,3.0,3.0,2,3,17,15.0,155,78,74.0,43.0,64.0,74.0,43.0,76.0,64.0,66.0,63.0,74.0,77.0,80.0,72.0,74.0,69.0,72.0,49.0,76.0,65.0,68.0,66.0,74.0,68.0,69.0,48.0,72.0,74.0,78.0,76.0
Maurício,76,76,6000000,1000,0,4.0,3.0,2,3,10,8.0,155,78,65.0,65.0,66.0,80.0,70.0,75.0,77.0,77.0,76.0,79.0,77.0,72.0,74.0,71.0,69.0,76.0,83.0,77.0,67.0,76.0,70.0,71.0,73.0,75.0,69.0,74.0,73.0,75.0,73.0
D. Stephens,76,76,7500000,46000,0,3.0,3.0,6,3,19,6.0,186,71,70.0,63.0,65.0,79.0,69.0,69.0,67.0,61.0,76.0,73.0,62.0,57.0,66.0,77.0,65.0,67.0,92.0,89.0,70.0,69.0,80.0,78.0,68.0,74.0,44.0,77.0,65.0,75.0,71.0
Miguel Lopes,76,76,5000000,17000,0,4.0,3.0,2,6,17,13.0,183,83,77.0,40.0,65.0,70.0,55.0,72.0,70.0,55.0,65.0,70.0,77.0,77.0,68.0,69.0,67.0,70.0,71.0,90.0,75.0,45.0,79.0,77.0,65.0,62.0,50.0,68.0,75.0,76.0,75.0
I. Belfodil,76,78,9500000,35000,0,2.0,3.0,2,3,26,19.0,192,86,65.0,74.0,75.0,72.0,68.0,80.0,74.0,68.0,62.0,78.0,68.0,72.0,59.0,70.0,41.0,77.0,71.0,75.0,86.0,67.0,82.0,29.0,75.0,72.0,66.0,73.0,30.0,39.0,15.0
J. Campbell,76,77,9000000,19000,1,2.0,4.0,2,6,11,29.0,155,72,75.0,70.0,52.0,73.0,64.0,78.0,72.0,69.0,70.0,77.0,85.0,83.0,84.0,70.0,76.0,82.0,78.0,66.0,73.0,74.0,70.0,45.0,73.0,72.0,75.0,74.0,32.0,40.0,42.0
Marc Roca,76,87,11000000,17000,1,3.0,3.0,6,3,2,21.0,183,74,66.0,59.0,42.0,80.0,44.0,71.0,66.0,52.0,75.0,76.0,60.0,60.0,67.0,72.0,64.0,43.0,59.0,77.0,66.0,65.0,69.0,75.0,60.0,73.0,55.0,70.0,77.0,76.0,74.0
M. Veljković,76,83,9500000,21000,0,3.0,2.0,8,6,18,13.0,183,77,39.0,23.0,76.0,72.0,30.0,52.0,31.0,24.0,73.0,66.0,61.0,58.0,55.0,75.0,64.0,45.0,80.0,67.0,76.0,31.0,67.0,76.0,37.0,47.0,37.0,73.0,80.0,75.0,73.0
J. Willems,76,79,8000000,25000,1,4.0,3.0,1,9,7,15.0,155,82,86.0,54.0,67.0,75.0,53.0,78.0,84.0,63.0,71.0,78.0,79.0,76.0,73.0,74.0,83.0,78.0,77.0,75.0,75.0,68.0,73.0,70.0,68.0,77.0,46.0,71.0,71.0,73.0,72.0
A. Lennon,76,76,7000000,48000,0,3.0,3.0,0,6,22,25.0,168,63,75.0,65.0,28.0,73.0,68.0,81.0,63.0,55.0,61.0,78.0,83.0,81.0,87.0,75.0,91.0,64.0,68.0,76.0,54.0,57.0,57.0,52.0,73.0,73.0,62.0,77.0,56.0,50.0,43.0
Júnior Caiçara,76,76,6000000,24000,0,4.0,3.0,2,3,17,80.0,177,70,74.0,43.0,55.0,79.0,51.0,76.0,70.0,70.0,74.0,75.0,84.0,77.0,77.0,74.0,88.0,71.0,69.0,81.0,52.0,62.0,74.0,70.0,72.0,69.0,75.0,67.0,72.0,77.0,75.0
C. Biraghi,76,78,7500000,42000,1,3.0,3.0,8,6,7,4.0,186,78,78.0,40.0,65.0,72.0,46.0,71.0,68.0,50.0,69.0,71.0,77.0,78.0,73.0,74.0,72.0,79.0,70.0,77.0,71.0,65.0,74.0,75.0,58.0,56.0,64.0,70.0,75.0,77.0,73.0
Aritz Elustondo,76,80,8500000,21000,0,3.0,2.0,6,6,1,15.0,155,71,72.0,26.0,78.0,73.0,30.0,48.0,53.0,41.0,43.0,75.0,67.0,71.0,62.0,78.0,62.0,39.0,73.0,74.0,70.0,40.0,77.0,79.0,36.0,32.0,43.0,68.0,68.0,78.0,80.0
O. Romero,76,77,9000000,16000,1,4.0,3.0,7,6,22,11.0,180,74,72.0,74.0,52.0,76.0,53.0,80.0,76.0,72.0,74.0,78.0,79.0,76.0,79.0,69.0,85.0,72.0,74.0,72.0,60.0,73.0,48.0,39.0,69.0,75.0,69.0,62.0,42.0,24.0,25.0
V. Koziello,76,82,10000000,19000,0,4.0,4.0,6,3,4,21.0,171,58,72.0,65.0,49.0,79.0,63.0,73.0,72.0,54.0,74.0,78.0,78.0,75.0,90.0,76.0,92.0,65.0,62.0,76.0,34.0,59.0,85.0,77.0,75.0,77.0,60.0,77.0,54.0,75.0,71.0
A. Cresswell,76,76,6000000,63000,1,3.0,3.0,2,6,7,3.0,180,66,79.0,53.0,64.0,75.0,48.0,76.0,76.0,70.0,69.0,74.0,74.0,72.0,74.0,73.0,85.0,71.0,90.0,74.0,62.0,62.0,73.0,75.0,60.0,68.0,59.0,71.0,72.0,78.0,79.0
Alex Berenguer,76,81,10000000,34000,0,3.0,3.0,8,6,12,21.0,180,73,77.0,67.0,49.0,76.0,56.0,77.0,72.0,54.0,58.0,77.0,86.0,78.0,79.0,73.0,80.0,71.0,64.0,78.0,63.0,66.0,70.0,65.0,74.0,72.0,66.0,68.0,64.0,64.0,66.0
C. Davies,76,76,3100000,38000,0,3.0,2.0,6,6,1,33.0,189,89,25.0,35.0,76.0,62.0,33.0,43.0,26.0,25.0,55.0,64.0,60.0,62.0,61.0,74.0,50.0,49.0,76.0,70.0,83.0,34.0,69.0,78.0,42.0,43.0,33.0,72.0,76.0,76.0,74.0
C. Kouyaté,76,76,6000000,46000,0,3.0,3.0,2,3,9,8.0,189,83,53.0,65.0,79.0,68.0,50.0,68.0,39.0,47.0,64.0,73.0,65.0,75.0,62.0,79.0,57.0,74.0,77.0,88.0,84.0,63.0,84.0,77.0,72.0,63.0,52.0,72.0,74.0,77.0,75.0
Y. Kobayashi,76,76,7500000,12000,0,4.0,3.0,2,3,26,11.0,155,72,70.0,76.0,72.0,67.0,66.0,76.0,57.0,56.0,57.0,75.0,82.0,81.0,86.0,75.0,67.0,77.0,64.0,84.0,65.0,72.0,45.0,31.0,76.0,70.0,72.0,64.0,24.0,24.0,26.0
Camarasa,76,83,10000000,20000,0,3.0,3.0,2,3,22,21.0,183,76,60.0,67.0,57.0,78.0,59.0,74.0,57.0,66.0,75.0,77.0,65.0,55.0,66.0,72.0,69.0,76.0,72.0,73.0,74.0,69.0,73.0,70.0,72.0,76.0,56.0,69.0,70.0,73.0,68.0
J. Martin,76,76,7500000,20000,0,3.0,4.0,2,3,9,8.0,183,70,74.0,65.0,57.0,80.0,63.0,76.0,72.0,67.0,77.0,76.0,60.0,68.0,65.0,77.0,63.0,74.0,61.0,72.0,73.0,71.0,71.0,65.0,68.0,78.0,76.0,76.0,66.0,75.0,68.0
J. Grealish,76,84,11000000,18000,0,3.0,4.0,8,3,9,10.0,180,68,69.0,60.0,36.0,78.0,66.0,80.0,71.0,65.0,71.0,81.0,77.0,72.0,84.0,65.0,82.0,62.0,34.0,72.0,48.0,69.0,48.0,41.0,68.0,77.0,58.0,75.0,40.0,38.0,36.0
D. Pelkas,76,79,10000000,1000,0,3.0,4.0,2,3,12,18.0,155,73,70.0,66.0,46.0,76.0,71.0,77.0,74.0,73.0,73.0,76.0,83.0,78.0,81.0,66.0,84.0,74.0,48.0,68.0,44.0,76.0,39.0,31.0,72.0,76.0,67.0,72.0,47.0,30.0,26.0
J. Montero,76,76,8000000,30000,0,3.0,4.0,0,6,12,10.0,177,70,72.0,68.0,50.0,70.0,64.0,81.0,76.0,64.0,68.0,80.0,91.0,90.0,84.0,66.0,85.0,76.0,69.0,58.0,68.0,68.0,40.0,25.0,73.0,72.0,68.0,75.0,19.0,38.0,20.0
J. Forrest,76,76,8500000,48000,0,3.0,4.0,2,9,22,7.0,180,77,74.0,74.0,47.0,72.0,63.0,77.0,71.0,55.0,52.0,76.0,94.0,92.0,92.0,72.0,90.0,70.0,72.0,75.0,64.0,66.0,44.0,40.0,71.0,72.0,67.0,74.0,54.0,52.0,39.0
Varela,76,76,5500000,1000,0,3.0,2.0,6,6,8,5.0,186,88,59.0,43.0,75.0,56.0,38.0,55.0,51.0,47.0,51.0,62.0,69.0,66.0,58.0,70.0,72.0,45.0,82.0,75.0,87.0,42.0,78.0,74.0,44.0,52.0,54.0,68.0,73.0,77.0,74.0
M. Antenucci,76,76,4800000,17000,0,4.0,4.0,2,6,13,7.0,155,76,59.0,80.0,61.0,74.0,73.0,79.0,76.0,66.0,56.0,78.0,75.0,69.0,77.0,78.0,73.0,77.0,60.0,68.0,64.0,70.0,61.0,30.0,80.0,71.0,75.0,76.0,32.0,36.0,32.0
R. Durmisi,76,81,8500000,33000,1,3.0,3.0,2,9,7,14.0,171,67,77.0,53.0,70.0,74.0,54.0,73.0,72.0,71.0,63.0,74.0,79.0,83.0,78.0,71.0,91.0,85.0,81.0,91.0,61.0,67.0,89.0,70.0,60.0,72.0,40.0,64.0,72.0,69.0,73.0
P. Schwegler,76,76,5000000,29000,0,4.0,3.0,8,6,2,27.0,155,74,71.0,59.0,68.0,80.0,65.0,74.0,62.0,74.0,78.0,75.0,48.0,33.0,72.0,76.0,72.0,77.0,76.0,68.0,65.0,77.0,65.0,78.0,68.0,79.0,66.0,81.0,79.0,73.0,73.0
A. Hunt,76,76,7000000,16000,1,3.0,3.0,8,3,19,14.0,183,73,76.0,70.0,63.0,74.0,75.0,75.0,77.0,75.0,70.0,79.0,69.0,68.0,76.0,77.0,72.0,74.0,63.0,68.0,65.0,78.0,59.0,55.0,74.0,78.0,76.0,73.0,42.0,34.0,35.0
Aday Benítez,76,76,5500000,26000,0,4.0,3.0,2,6,15,11.0,155,75,76.0,55.0,63.0,75.0,43.0,77.0,66.0,51.0,62.0,80.0,70.0,74.0,79.0,75.0,68.0,47.0,35.0,79.0,55.0,39.0,62.0,71.0,65.0,53.0,68.0,60.0,68.0,77.0,75.0
K. Tierney,76,86,11000000,32000,1,3.0,3.0,0,6,7,22.0,155,78,75.0,49.0,59.0,72.0,27.0,75.0,72.0,52.0,64.0,73.0,87.0,91.0,73.0,72.0,74.0,79.0,65.0,88.0,75.0,66.0,82.0,71.0,64.0,70.0,36.0,74.0,72.0,73.0,74.0
S. Gigot,76,81,8500000,1000,0,2.0,2.0,8,6,18,2.0,189,83,68.0,20.0,73.0,67.0,25.0,53.0,34.0,33.0,71.0,63.0,60.0,69.0,61.0,75.0,57.0,44.0,63.0,73.0,83.0,27.0,79.0,76.0,39.0,51.0,56.0,67.0,77.0,73.0,75.0
I. Brizuela,76,76,8000000,36000,0,4.0,4.0,2,3,22,11.0,174,66,73.0,65.0,50.0,72.0,61.0,80.0,69.0,52.0,65.0,79.0,90.0,92.0,90.0,68.0,78.0,72.0,66.0,80.0,68.0,69.0,70.0,43.0,69.0,66.0,60.0,72.0,40.0,50.0,42.0
A. Souquet,76,77,7500000,19000,0,3.0,3.0,2,3,17,2.0,155,73,74.0,59.0,70.0,75.0,39.0,74.0,62.0,46.0,71.0,77.0,75.0,74.0,68.0,72.0,65.0,59.0,67.0,75.0,70.0,41.0,66.0,71.0,74.0,69.0,49.0,72.0,73.0,78.0,77.0
A. Delort,76,77,9000000,30000,0,3.0,3.0,8,9,13,11.0,155,83,67.0,75.0,76.0,70.0,76.0,74.0,41.0,71.0,57.0,71.0,72.0,76.0,71.0,69.0,72.0,84.0,78.0,77.0,82.0,72.0,73.0,23.0,74.0,71.0,70.0,73.0,31.0,20.0,24.0
P. Zabaleta,76,76,3000000,60000,0,3.0,3.0,6,6,17,5.0,155,74,74.0,49.0,74.0,72.0,50.0,71.0,68.0,66.0,64.0,75.0,50.0,51.0,66.0,80.0,64.0,66.0,79.0,70.0,73.0,57.0,85.0,81.0,70.0,66.0,64.0,76.0,79.0,82.0,79.0
Andeson Trigo,76,76,5500000,25000,1,3.0,3.0,2,3,7,5.0,180,68,75.0,60.0,60.0,75.0,59.0,76.0,84.0,77.0,72.0,73.0,88.0,82.0,87.0,82.0,83.0,70.0,64.0,84.0,67.0,61.0,70.0,62.0,72.0,73.0,67.0,80.0,76.0,74.0,77.0
J. Gnagnon,76,83,9500000,11000,0,2.0,2.0,8,9,1,24.0,183,89,35.0,28.0,76.0,65.0,32.0,56.0,29.0,28.0,47.0,69.0,66.0,66.0,40.0,70.0,54.0,48.0,84.0,65.0,87.0,27.0,76.0,74.0,35.0,34.0,47.0,69.0,71.0,79.0,73.0
Mosquera,76,76,5500000,10000,1,3.0,3.0,8,3,2,5.0,183,76,61.0,58.0,65.0,76.0,51.0,65.0,79.0,70.0,75.0,76.0,64.0,35.0,68.0,74.0,60.0,61.0,68.0,85.0,67.0,62.0,76.0,78.0,70.0,75.0,51.0,71.0,75.0,74.0,65.0
I. Bebou,76,81,10000000,28000,0,3.0,4.0,2,3,22,13.0,183,77,66.0,74.0,55.0,72.0,63.0,81.0,63.0,46.0,53.0,77.0,91.0,95.0,84.0,73.0,75.0,66.0,69.0,79.0,60.0,64.0,43.0,31.0,71.0,65.0,67.0,66.0,26.0,35.0,33.0
R. Morrison,76,79,9500000,40000,0,4.0,3.0,7,6,0,35.0,180,71,70.0,70.0,49.0,80.0,65.0,80.0,70.0,75.0,76.0,80.0,77.0,84.0,80.0,58.0,76.0,72.0,40.0,68.0,51.0,71.0,63.0,35.0,66.0,74.0,56.0,68.0,58.0,55.0,43.0
L. Christodoulopoulos,76,76,7000000,1000,0,4.0,3.0,2,3,22,11.0,183,81,74.0,71.0,67.0,72.0,70.0,81.0,83.0,79.0,71.0,78.0,77.0,75.0,79.0,72.0,56.0,78.0,64.0,70.0,73.0,77.0,50.0,57.0,75.0,68.0,75.0,72.0,42.0,55.0,51.0
J. McArthur,76,76,7000000,48000,0,3.0,3.0,0,6,22,18.0,155,66,66.0,68.0,66.0,78.0,53.0,70.0,54.0,61.0,74.0,77.0,60.0,53.0,70.0,80.0,77.0,65.0,64.0,79.0,71.0,61.0,88.0,73.0,75.0,72.0,64.0,80.0,70.0,72.0,70.0
W. Hoedt,76,80,8500000,34000,1,3.0,2.0,6,3,8,6.0,189,77,40.0,30.0,78.0,68.0,55.0,58.0,31.0,36.0,74.0,62.0,59.0,60.0,38.0,74.0,36.0,72.0,74.0,65.0,77.0,59.0,79.0,75.0,29.0,62.0,37.0,63.0,72.0,78.0,74.0
R. Holding,76,83,9500000,64000,0,3.0,2.0,8,3,1,16.0,189,75,52.0,30.0,75.0,72.0,27.0,62.0,33.0,30.0,61.0,67.0,58.0,61.0,58.0,70.0,67.0,48.0,75.0,68.0,76.0,27.0,72.0,77.0,40.0,57.0,38.0,79.0,77.0,78.0,76.0
F. Montero,76,76,7500000,15000,0,4.0,4.0,7,6,26,10.0,180,73,68.0,76.0,75.0,72.0,81.0,76.0,84.0,76.0,69.0,80.0,71.0,72.0,85.0,74.0,78.0,78.0,73.0,72.0,58.0,74.0,52.0,40.0,77.0,80.0,82.0,83.0,54.0,46.0,27.0
N. Sliti,76,77,9000000,15000,0,3.0,4.0,8,9,22,10.0,177,76,70.0,67.0,49.0,78.0,72.0,81.0,72.0,70.0,65.0,78.0,76.0,75.0,79.0,71.0,84.0,68.0,66.0,81.0,68.0,74.0,59.0,32.0,73.0,74.0,70.0,78.0,31.0,34.0,27.0
J. Vázquez,76,76,5500000,20000,0,3.0,2.0,6,6,9,23.0,168,64,55.0,40.0,55.0,79.0,48.0,59.0,58.0,59.0,70.0,71.0,77.0,73.0,78.0,73.0,88.0,68.0,69.0,90.0,64.0,64.0,63.0,79.0,65.0,65.0,56.0,80.0,73.0,77.0,74.0
Rodrigo Ely,76,80,8500000,18000,0,2.0,2.0,6,3,1,4.0,189,83,34.0,18.0,73.0,62.0,15.0,50.0,20.0,18.0,54.0,55.0,62.0,68.0,61.0,72.0,41.0,48.0,76.0,65.0,88.0,38.0,75.0,75.0,22.0,22.0,35.0,62.0,74.0,78.0,74.0
M. Benítez,76,80,10000000,18000,0,2.0,4.0,0,3,0,7.0,177,72,69.0,75.0,57.0,75.0,66.0,81.0,63.0,42.0,63.0,75.0,88.0,78.0,84.0,75.0,66.0,72.0,51.0,83.0,66.0,73.0,44.0,57.0,75.0,69.0,69.0,75.0,65.0,33.0,23.0
Y. Yazıcı,76,83,11000000,22000,1,4.0,4.0,2,3,22,11.0,183,74,77.0,71.0,68.0,76.0,68.0,78.0,79.0,76.0,70.0,77.0,70.0,75.0,76.0,68.0,69.0,78.0,55.0,80.0,69.0,75.0,68.0,40.0,74.0,76.0,60.0,73.0,38.0,54.0,45.0
Y. Sankharé,76,76,7500000,39000,1,3.0,3.0,2,6,9,13.0,183,80,68.0,70.0,77.0,78.0,68.0,75.0,63.0,50.0,73.0,75.0,61.0,67.0,68.0,74.0,55.0,76.0,69.0,83.0,78.0,68.0,82.0,71.0,73.0,73.0,59.0,77.0,69.0,75.0,71.0
A. N'Diaye,76,77,7000000,28000,0,3.0,3.0,8,9,20,21.0,189,90,63.0,49.0,58.0,77.0,37.0,65.0,40.0,32.0,75.0,77.0,65.0,76.0,61.0,70.0,60.0,73.0,66.0,70.0,87.0,62.0,78.0,74.0,59.0,70.0,54.0,67.0,73.0,74.0,73.0
S. Bell,76,77,7500000,24000,0,2.0,2.0,8,6,18,16.0,195,88,43.0,34.0,81.0,66.0,37.0,49.0,33.0,40.0,66.0,54.0,53.0,61.0,49.0,76.0,40.0,65.0,64.0,62.0,85.0,30.0,68.0,81.0,33.0,47.0,43.0,75.0,73.0,81.0,71.0
K. Linetty,76,83,10000000,28000,0,3.0,3.0,0,6,4,16.0,180,73,60.0,64.0,56.0,78.0,38.0,74.0,62.0,36.0,74.0,76.0,76.0,69.0,76.0,74.0,79.0,70.0,79.0,79.0,66.0,64.0,79.0,76.0,68.0,76.0,50.0,70.0,72.0,74.0,70.0
F. Uduokhai,76,84,10000000,26000,1,3.0,2.0,8,3,1,17.0,195,78,35.0,33.0,78.0,71.0,18.0,49.0,34.0,31.0,59.0,70.0,63.0,74.0,64.0,75.0,60.0,62.0,68.0,64.0,77.0,35.0,69.0,78.0,35.0,46.0,38.0,70.0,77.0,79.0,71.0
